nkd2007,naziv_opcine,oib,mbs,status,sud_id_nadlezan,sud_id_sluzba,postupak,ino_podruznica,stecajna_masa,likvidacijska_masa,datum_osnivanja,datum_brisanja,sud_id_brisanja,tvrtka_kod_brisanja,poslovni_broj_brisanja,mb,glavna_djelatnost,glavna_podruznica_rbr,mbs_brisanog_subjekta,sifra_zupanije,naziv_zupanije,sifra_opcine,sifra_naselja,naziv_naselja,sifra_ulice,ulica,kucni_broj,kucni_podbroj,drzava_id,naselje_van_sifrarnika,postanski_broj,ime,name,nkd2002,county,municip,size,owner_type,owner_source,cap_source,emp_hour,month_work,revenue_2021,revenue_2022,profit_2021,profit_2022,asset_2021,asset_2022,population_total,nkd2007_name
,Kneževi Vinogradi,38585506065,30001521,1,3,3,1,0,0,0,,,,,,3305686,8520,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,44,,,,,,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,38824495088,30060975,1,3,3,1,0,0,0,1998-06-29T22:00:00Z,,,,,801674,8520,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310022,Sportska,2,a,,,,,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,44719172499,30261214,1,3,3,1,0,0,0,2022-05-30T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970007,Naselje hrvatskih branitelja,9,,,,,DUVU TRANSPORT j.d.o.o.,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,64203734839,30064347,1,3,3,1,0,0,0,1999-04-01T22:00:00Z,,,,,1436201,8510,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,84,a,55,,,,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,69022836549,30191820,1,3,3,3,0,0,0,2017-08-08T22:00:00Z,,,,,4766431,5520,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310011,Adi Endre,7,,,,,DŽERONIMO TRGOVINA j.d.o.o. u likvidaciji,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,76958388708,30007413,1,3,3,1,0,0,0,1990-03-26T22:00:00Z,,,,,3475859,,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580006,Kolodvorska,83,,,,,AGRIA d.o.o.,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,81408419608,30276858,1,3,3,1,0,0,0,2023-06-15T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970003,Svetozara Miletića,119,,,,,AGRO SATEX j.d.o.o.,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,86779358780,30269072,1,3,3,1,0,0,0,2022-11-30T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,31046,Kotlina,310460002,Petefi Šandora,7,,55,,,BSRZ BIKUŠ,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,96154658320,30272445,1,3,3,1,0,0,0,2023-02-22T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430005,Košut Lajoša,52,,,,,MATE MONT j.d.o.o.,,,,,,,,,,,,,,,,,3357,
,Kneževi Vinogradi,97184459218,30182983,1,3,3,1,0,0,0,2017-01-26T23:00:00Z,,,,,4666186,8122,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,12,,55,,,4-FRONT d.o.o.,,,,,,,,,,,,,,,,,3357,
0111,Bilje,44788351612,30249852,1,3,3,1,0,0,0,2021-08-25T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040007,Ribarska ulica,1,,55,,,OAZA KOP d.o.o.,OAZA KOP D.O.O.,00000,14,21,1,21,1,100,0,12,,,-800,-1424,72500,72637,4772,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Draž,02360730097,30045401,1,3,3,1,0,0,0,1992-05-28T22:00:00Z,,,,,3927393,111,,,14,Osječko-baranjska županija,914,15377,Duboševica,153770009,Braće Radić,54,,55,,,ANABBELA d.o.o.,ANABBELA D.O.O.,01110,14,91,2,21,1,100,22,12,28702133,33757431,2651390,3117542,44317086,45189657,1949,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Draž,02368259871,30185414,1,3,3,1,0,0,0,2017-03-16T23:00:00Z,,,,,4698762,111,,,14,Osječko-baranjska županija,914,1589,Batina,15890017,Staklena,7,,55,,,RURAL BARANJA j.d.o.o.,RURAL BARANJA J.D.O.O.,01110,14,91,1,21,1,100,1,12,448179,692504,144930,167336,2133088,2539958,1949,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Draž,22296802908,30064509,1,3,3,1,0,0,0,1999-04-18T22:00:00Z,,,,,1439111,,,,14,Osječko-baranjska županija,914,65200,Topolje,652000001,Republike,1,D,55,,,ZELENO ZLATO d.o.o.,ZELENO ZLATO D.O.O.,01110,14,91,1,21,1,100,3,12,3591690,4525918,810748,1216739,12231584,13502961,1949,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Erdut,32920088985,30059449,1,3,3,1,0,0,0,1998-04-01T22:00:00Z,,,,,1369806,,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460016,Bana Josipa Jelačića,15,,55,,,SJETVA d.o.o.,SJETVA D.O.O.,01110,14,110,1,21,1,100,4,12,2282313,2637069,163341,15635,7615422,7188555,5436,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Kneževi Vinogradi,50000730593,30163249,1,3,3,1,0,0,0,2015-08-16T22:00:00Z,,,,,4421329,111,,,14,Osječko-baranjska županija,1953,61743,Suza,617430004,Petefi Šandora,18,,55,,,ASTURIAL d.o.o.,ASTURIAL D.O.O.,01110,14,195,1,21,1,100,1,12,234807,393984,-5992,-10081,376134,430031,3357,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0111,Kneževi Vinogradi,96637575463,30209460,1,3,3,1,0,0,0,2018-09-27T22:00:00Z,,,,,4982436,111,,,14,Osječko-baranjska županija,1953,61743,Suza,617430005,Košut Lajoša,38,,55,,,ZOLIAGRO d.o.o.,ZOLIAGRO D.O.O.,00000,14,195,1,21,1,100,0,12,1595804,1790515,693538,51542,2013677,3815174,3357,"01.11 Growing of cereals (except rice), leguminous crops and oil seeds"
0113,Draž,36417929570,30252506,1,3,3,1,0,0,0,2021-10-26T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,17345,Gajić,173450006,Vladimira Nazora,5,,55,,,MATANOVI d.o.o.,MATANOVI D.O.O.,00000,14,91,1,21,1,100,1,12,14000,584460,2385,87912,33632,857847,1949,"01.13 Growing of vegetables and melons, roots and tubers"
0119,Bilje,82714517349,30185422,1,3,3,1,0,0,0,2017-03-16T23:00:00Z,,,,,4694759,119,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040015,Biljska šuma,1,,,,,ALFALFA j.d.o.o.,ALFALFA J.D.O.O.,01110,14,21,1,21,1,100,1,12,2218262,3345310,67959,72873,5707293,5548683,4772,01.19 Growing of other non-perennial crops
0121,Draž,16828470693,30083440,1,3,3,1,0,0,0,2005-06-15T22:00:00Z,,,,,1961136,,,,14,Osječko-baranjska županija,914,14770,Draž,147700005,Draž planina,155,,55,,,MONS AUREUS d.o.o.,MONS AUREUS DOO,01131,14,91,1,21,1,100,6,12,328316,463574,-622390,-1443391,6570325,10729055,1949,01.21 Growing of grapes
0121,Erdut,48359378972,30269659,1,3,3,1,0,0,0,2022-12-13T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080016,Rudina Balinac,2,,55,,,MBM INVESTMENTS d.o.o.,MBM INVESTMENTS D.O.O.,00000,14,312,1,21,1,100,0,1,,,,,,125000,5436,01.21 Growing of grapes
0121,Erdut,51844564895,80405151,1,3,3,1,0,0,0,2001-10-15T22:00:00Z,,,,,1585541,121,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970044,Rudina Busija,3,,55,,,KOD PROJEKT d.o.o.,KOD PROJEKT D.O.O.,00000,14,110,1,21,1,100,2,12,1661207,2802487,124870,41618,3757627,4332540,5436,01.21 Growing of grapes
0121,Kneževi Vinogradi,00142988705,30111568,1,3,3,1,0,0,0,2011-01-02T23:00:00Z,,,,,2718073,4711,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580006,Kolodvorska,99,A,55,,,ETNO SELO d.o.o.,ETNO SELO D.O.O.,01131,14,195,1,21,1,100,3,12,1176499,1124329,270788,130533,2495479,2582634,3357,01.21 Growing of grapes
0124,Kneževi Vinogradi,43549260960,30259163,1,3,3,1,0,0,0,2022-04-11T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,27235,Kamenac,272350002,Glavna,41,,55,,,ZLATNI VRT j.d.o.o.,ZLATNI VRT J.D.O.O.,00000,14,346,1,21,1,100,0,9,,210109,,38821,,68426,3357,01.24 Growing of pome fruits and stone fruits
0124,Kneževi Vinogradi,54473685612,30126277,1,3,3,1,0,0,0,2012-12-27T23:00:00Z,,,,,2957655,124,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310002,Maršala Tita,83,F,55,,,ČUSO j.d.o.o.,ČUSO J.D.O.O,01132,14,195,1,21,1,100,0,12,,29079,-82554,-9590,42798,975,3357,01.24 Growing of pome fruits and stone fruits
0125,Draž,82595587945,30252354,1,3,3,1,0,0,0,2021-10-24T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,14770,Draž,147700001,Braće Radić,4,,,,,DRAŽ BARANJE d.o.o.,DRAŽ BARANJE D.O.O.,00000,14,91,1,21,1,100,0,12,,,,-37460,,144025,1949,01.25 Growing of other tree and bush fruits and nuts
0125,Erdut,29050089412,30030949,1,3,3,1,0,0,0,1996-08-29T22:00:00Z,,,,,1225278,125,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460011,Augusta Šenoe,15,A,,,,RASADNICI HADROVIĆ d.o.o.,RASADNICI HADROVIĆ D.O.O.,01132,14,110,1,21,1,100,10,12,1498029,1446586,129830,143690,1851079,2109329,5436,01.25 Growing of other tree and bush fruits and nuts
0125,Erdut,55889464127,30160865,1,3,3,1,0,0,0,2015-06-04T22:00:00Z,,,,,4399609,125,,,14,Osječko-baranjska županija,1104,10197,Dalj,,Sadovi,34,,55,,,2nuts j.d.o.o,2NUTS J.D.O.O. ZA UZGOJ VOĆA I TRGOVINU,01132,14,110,1,21,1,100,1,12,119886,135522,1863,3827,264562,1056821,5436,01.25 Growing of other tree and bush fruits and nuts
0146,Erdut,63053507049,30077409,1,3,3,1,0,0,0,2003-10-06T22:00:00Z,,,,,1763865,146,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460027,Pustara Lipovača,1,,,,,SVINJOGOJSKA FARMA LIPOVAČA - PRKOS d.o.o.,SVINJOGOJSKA FARMA LIPOVAČA PRKOS D.O.O,01230,14,110,2,21,1,100,10,12,17584134,19070539,561940,-1340506,37096062,89270800,5436,01.46 Raising of swine/pigs
0150,Erdut,19256983556,30077749,1,3,3,1,0,0,0,2003-10-30T23:00:00Z,,,,,1771922,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080004,Trg braće Radića,30,,,,,VIKEND d.o.o.,VIKEND D.O.O.,01300,14,110,1,21,1,100,2,12,838941,939226,111334,-122480,291747,229834,5436,01.50 Mixed farming
0150,Erdut,80005798223,30151295,1,3,3,1,0,0,0,2014-09-29T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460020,Kod duda,4,,,,,ZIVA d.o.o.,ZIVA D.O.O.,01300,14,110,1,21,1,100,1,12,264620,,-632555,-77641,2386,2383,5436,01.50 Mixed farming
0220,Erdut,29243307893,30260977,1,3,3,1,0,0,0,2022-05-22T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970009,Boška Paradžika,20,A,,,,DB OGRJEV j.d.o.o.,DB OGRJEV J.D.O.O.,00000,14,110,1,21,1,100,0,7,,306152,,31256,,60133,5436,02.20 Logging
1039,Kneževi Vinogradi,73330027541,30193411,1,3,3,1,0,0,0,2017-09-26T22:00:00Z,,,,,4788443,1039,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970025,Put lipa,1,,55,,,BARANJSKA KUĆA d.o.o.,BARANJSKA KUĆA D.O.O.,15332,14,195,1,21,1,100,0,12,91028,14426,-25404,9510,1403,10982,3357,10.39 Other processing and preserving of fruit and vegetables
1041,Erdut,13785058830,30170800,1,3,3,1,0,0,0,2016-03-03T23:00:00Z,,,,,4514602,1041,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010011,Ratarska,70,,55,,,BB OIL  d.o.o.,BB OIL D.O.O.,15410,14,110,1,21,1,100,5,12,1375479,4938029,-571852,560660,19116697,16947803,5436,10.41 Manufacture of oils and fats
1071,Erdut,04070810425,30058770,1,3,3,1,0,0,0,1998-02-25T23:00:00Z,,,,,1350919,1071,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010012,Save Šumanovića,2,,55,,,GLOG d.o.o.,GLOG D.O.O.,00000,14,110,1,21,1,100,9,12,913207,1281412,-414209,11675,128095,296393,5436,10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes
1071,Kneževi Vinogradi,81938384478,30193001,1,3,3,1,0,0,0,2017-09-14T22:00:00Z,,,,,4781830,1071,,,14,Osječko-baranjska županija,1953,61743,Suza,617430004,Petefi Šandora,31,,,,,BARANJSKE SLASTICE HORVAT j.d.o.o.,BARANJSKE SLASTICE HORVAT J.D.O.O.,15810,14,195,1,21,1,100,2,12,380637,566088,-12871,32724,142622,144518,3357,10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes
1084,Erdut,49928537049,30000024,1,3,3,1,0,0,0,1995-05-16T22:00:00Z,,,,,1125109,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970009,Boška Paradžika,69,,55,,,DUNAVAC d.o.o.,DUNAVAC D.O.O.,15870,14,110,1,21,1,100,1,12,104623,159890,4270,19139,269586,261837,5436,10.84 Manufacture of condiments and seasonings
1102,Erdut,89476306890,30230173,1,3,3,1,0,0,0,2020-02-20T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080016,Rudina Balinac,2,,,,,ROYAL HILL d.o.o.,ROYAL HILL D.O.O.,00000,14,110,1,21,1,100,2,12,674810,2629161,-2147925,-229065,15550703,20440677,5436,11.02 Manufacture of wine from grape
1102,Kneževi Vinogradi,03978128748,30109991,1,3,3,1,0,0,0,2010-09-15T22:00:00Z,,,,,2682133,1102,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,64,,55,,,LIBERTAS AGRO d.o.o.,LIBERTAS AGRO D.O.O,15930,14,195,1,21,1,100,1,12,341524,554034,8481,32459,1270424,1294847,3357,11.02 Manufacture of wine from grape
1102,Kneževi Vinogradi,79198604226,30244112,1,3,3,1,0,0,0,2021-04-07T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310005,Petefi Šandora,49,A,,,,ZLATNO BRDO d.o.o.,ZLATNO BRDO D.O.O.,00000,14,195,1,21,1,100,1,12,39871,483194,-409462,4472,750529,1626791,3357,11.02 Manufacture of wine from grape
1102,Kneževi Vinogradi,80520359143,30093134,1,3,3,1,0,0,0,2007-07-23T22:00:00Z,,,,,2260344,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430005,Košut Lajoša,10,,,,,SUZA VALLIS d.o.o.,SUZA VALLIS D.O.O.,15930,14,195,1,21,1,100,1,12,153266,92802,-18845,-67688,297030,227627,3357,11.02 Manufacture of wine from grape
1102,Kneževi Vinogradi,88242455615,30093319,1,3,3,1,0,0,0,2007-08-08T22:00:00Z,,,,,2259672,,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310002,Maršala Tita,197,a,,,,AD NOVAS d.o.o.,AD - NOVAS D.O.O.,15930,14,195,1,21,1,0,0,12,,,,,695611,695221,3357,11.02 Manufacture of wine from grape
1102,Kneževi Vinogradi,94344586314,60350510,1,3,3,1,0,0,0,2016-08-23T22:00:00Z,,,,,4590155,1102,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,,Planina,195,L,55,,,UNDERGROUND WINES d.o.o.,UNDERGROUND WINES D.O.O.,15930,14,195,1,21,1,100,2,12,200389,244658,-168121,-203593,1491601,1536106,3357,11.02 Manufacture of wine from grape
1623,Bilje,79433941414,30107598,1,3,3,1,0,0,0,2010-03-16T23:00:00Z,,,,,2624885,1623,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370011,Ulica Šandora Petefija,206,,55,,,CEVEK d.o.o.,CEVEK D.O.O.,20300,14,21,1,21,1,100,1,12,245720,203950,10697,5855,144619,95519,4772,16.23 Manufacture of other builders' carpentry and joinery
1629,Bilje,53497347539,50037863,1,3,3,1,0,0,0,2005-10-23T22:00:00Z,,,,,2027160,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040014,Dekanj Peti,10,,55,,,STRIBOR OPREMA d.o.o.,STRIBOR OPREMA D.O.O.,36630,14,21,2,21,1,100,28,12,11494077,11790431,760655,896111,8900288,12929538,4772,"16.29 Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
1629,Kneževi Vinogradi,30959947846,30249990,1,3,3,1,0,0,0,2021-09-01T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430004,Petefi Šandora,8,,,,,B-I-Z PELET j.d.o.o.,B-I-Z PELET J.D.O.O.,00000,14,195,1,21,1,100,0,12,,167868,-6352,-40538,1250,100972,3357,"16.29 Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
2223,Bilje,93848079896,30155064,1,3,3,1,0,0,0,2015-01-15T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250002,Dubrovačka ulica,13,,,,,HIT-BILJE j.d.o.o.,HIT-BILJE J.D.O.O.,25230,14,21,1,21,1,100,0,12,134368,182793,24050,13389,72136,57787,4772,22.23 Manufacture of builders� ware of plastic
2223,Erdut,21751386632,30256116,1,3,3,1,0,0,0,2022-01-31T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970011,Daria Dujmovića,34,,55,,,PROFIL ART d.o.o.,PROFIL ART D.O.O.,00000,14,110,1,21,1,100,0,11,,464869,,21755,,497741,5436,22.23 Manufacture of builders� ware of plastic
2229,Kneževi Vinogradi,35839148644,30141033,1,3,3,1,0,0,0,2013-12-19T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,2,,55,,,ATT & AT  d.o.o.,ATT&AT D.O.O.,00000,14,195,2,21,1,100,10,12,2477793,13643388,20048,101899,6032841,2001489,3357,22.29 Manufacture of other plastic products
2229,Kneževi Vinogradi,64510265980,30244491,1,3,3,1,0,0,0,2021-04-14T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,50,,,,,PLASTOS j.d.o.o.,PLASTOS J.D.O.O.,00000,14,195,1,21,1,100,0,12,,,,-10,,1,3357,22.29 Manufacture of other plastic products
2370,Draž,50532736080,30065202,1,3,3,1,0,0,0,1999-06-29T22:00:00Z,,,,,1451855,,,,14,Osječko-baranjska županija,914,1589,Batina,15890009,Košut Lajoša,,bb,,,,VIRAG d.o.o.,VIRAG D.O.O.,26700,14,91,1,21,1,100,2,12,368627,375231,5610,12188,248283,206994,1949,"23.70 Cutting, shaping and finishing of stone"
2370,Erdut,23766583065,30250623,1,3,3,1,0,0,0,2021-09-13T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970039,Vladimira Nazora,30,,,,,BENGAL d.o.o.,BENGAL D.O.O.,00000,14,110,1,21,1,100,1,12,64908,195389,2761,7469,110429,80839,5436,"23.70 Cutting, shaping and finishing of stone"
2511,Bilje,95805848854,30248190,1,3,3,1,0,0,0,2021-07-12T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,86,,,,,BRAVARIJA ORKIĆ j.d.o.o.,BRAVARIJA ORKIĆ J.D.O.O.,00000,14,21,1,21,1,100,1,12,37520,108214,-8304,-13492,8065,6367,4772,25.11 Manufacture of metal structures and parts of structures
2511,Erdut,77270149822,30153737,1,3,3,1,0,0,0,2014-12-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010005,Kolodvorska,50,,55,,,NIKEM-STEEL d.o.o.,NIKEM-STEEL D.O.O.,28110,14,110,1,21,1,100,6,12,685367,470137,34903,-59050,670729,692238,5436,25.11 Manufacture of metal structures and parts of structures
2594,Bilje,56496783708,30268393,1,3,3,1,0,0,0,2022-11-14T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,117,,,,,RETI OGRADE d.o.o.,RETI OGRADE D.O.O.,00000,14,21,1,21,1,0,0,2,,,,-4906,,100292,4772,25.94 Manufacture of fasteners and screw machine products
2630,Bilje,71588199586,30090891,1,3,3,1,0,0,0,2007-02-18T23:00:00Z,,,,,2184311,2630,,,14,Osječko-baranjska županija,213,2925,Bilje,29250002,Dubrovačka ulica,41,,55,,,ZDENKO d.o.o.,ZDENKO DOO,32200,14,21,1,21,1,100,2,12,1821764,359722,-96285,17075,2307025,2192844,4772,26.30 Manufacture of communication equipment
2740,Draž,45326244450,30193735,1,3,3,1,0,0,0,2017-10-01T22:00:00Z,,,,,4789288,2740,,,14,Osječko-baranjska županija,914,1589,Batina,15890001,Crkvena,9,,55,,,INOVAGRUPA d.o.o.,KERAMIX LIGHTNING D.O.O.,31500,14,312,1,21,1,0,1,12,1149407,658786,2215,4429,294564,848666,1949,27.40 Manufacture of electric lighting equipment
2830,Bilje,77998208144,30135173,1,3,3,1,0,0,0,2013-07-23T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,105,,55,,,AGROALAT j.d.o.o.,AGROALAT J.D.O.O.,29320,14,21,1,21,1,100,1,12,170572,175343,-6097,48188,280371,374713,4772,28.30 Manufacture of agricultural and forestry machinery
3109,Kneževi Vinogradi,12800652750,30234176,1,3,3,1,0,0,0,2020-07-20T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970005,Ulica Hrvatske Republike,18,,,,,g5o design j.d.o.o.,G5O DESIGN J.D.O.O.,00000,14,195,1,21,1,100,1,12,249377,269877,11507,11610,92880,93692,3357,31.09 Manufacture of other furniture
3220,Erdut,92728218400,30266881,1,3,3,1,0,0,0,2022-10-16T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080007,Zlatna,134,,,,,GLOBAL AUTOMATION SERVICES d.o.o.,GLOBAL AUTOMATION SERVICES D.O.O.,00000,14,110,1,21,1,100,0,3,,2384,,-33082,,7293,5436,32.20 Manufacture of musical instruments
3250,Bilje,66126833035,30238803,1,3,3,1,0,0,0,2020-11-18T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,3,A,55,,,DEPONE d.o.o.,DEPONE D.O.O.,00000,14,21,1,21,1,100,2,12,413049,497185,133110,171556,380333,545910,4772,32.50 Manufacture of medical and dental instruments and supplies
3511,Erdut,22822601160,30233163,1,3,3,1,0,0,0,2020-06-24T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,,,,Solar Energy d.o.o.,SOLAR ENERGY D.O.O.,00000,14,110,1,21,1,100,0,12,,,-5028,5502,215660,1856366,5436,35.11 Production of electricity
3511,Erdut,31124956736,30148952,1,3,3,1,0,0,0,2014-07-23T22:00:00Z,,,,,4260465,3511,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,55,,,PVI project 2 d.o.o.,PVI PROJECT 2 D.O.O.,40110,14,110,1,21,1,100,1,12,2474069,2063613,39614,52650,2243051,5057427,5436,35.11 Production of electricity
3511,Erdut,35752925075,30141488,1,3,3,1,0,0,0,2014-01-09T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,55,,,PVI project 1 d.o.o.,PVI PROJECT 1 D.O.O.,40110,14,110,1,21,1,33,0,12,678478,741660,196273,332490,3099452,2896493,5436,35.11 Production of electricity
3511,Erdut,44114867164,30209824,1,3,3,1,0,0,0,2018-10-08T22:00:00Z,,,,,4986105,3511,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,,,,PVI project 3 d.o.o.,PVI PROJECT 3 D.O.O.,00000,14,110,1,21,1,0,0,12,84895,105733,-15907,10169,834200,1678030,5436,35.11 Production of electricity
3511,Erdut,82720647855,30245628,1,3,3,1,0,0,0,2021-05-09T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,,,,SE PERKOVCI d.o.o.,SE PERKOVCI D.O.O.,00000,14,110,1,21,1,0,0,12,,,-4987,-82925,88393,2447787,5436,35.11 Production of electricity
3511,Erdut,83336577890,30228776,1,3,3,1,0,0,0,2020-01-30T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080031,Željka Svaline,11,,,,,Sun Solar d.o.o.,SUN SOLAR D.O.O.,00000,14,110,1,21,1,100,0,12,,200001,-7262,-21970,218054,1312061,5436,35.11 Production of electricity
3700,Bilje,47884318615,30258605,1,3,3,1,0,0,0,2022-03-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,75,,,,,KO-SA d.o.o.,KO-SA D.O.O.,00000,14,21,1,21,1,100,0,9,,,,-2770,,19339,4772,37.00 Sewerage
3811,Bilje,63140788294,30078493,1,3,3,1,0,0,0,2003-12-30T23:00:00Z,,,,,1793969,3811,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,94,,,,,KOMUNALNO-BILJE d.o.o.,KOMUNALNO-BILJE D.O.O.,90020,14,21,1,11,1,100,23,12,3974103,4175637,-123782,-129869,1061823,992281,4772,38.11 Collection of non-hazardous waste
3811,Erdut,99894441383,30064218,1,3,3,1,0,0,0,1999-03-28T22:00:00Z,,,,,1433865,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970003,Bana Josipa Jelačića,12,,,,,ČVORKOVAC d.o.o.,ČVORKOVAC D.O.O.,90020,14,110,2,11,1,100,46,12,8453792,11574362,10637,18388,7503746,7161877,5436,38.11 Collection of non-hazardous waste
3832,Bilje,75927725051,30144347,1,3,3,1,0,0,0,2014-03-20T23:00:00Z,,,,,4187997,3832,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,20,,,,,PROCESSIN DI SCARTO d.o.o.,PROCESSIN DI SCARTO D.O.O.,37200,14,21,2,21,1,100,28,12,10530623,13754385,1672358,1384081,7202481,11934203,4772,38.32 Recovery of sorted materials
4110,Bilje,05018684217,30087201,1,3,3,1,0,0,0,2006-04-27T22:00:00Z,,,,,2072718,4110,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,76,,55,,,POSEJDON d.o.o.,POSEJDON D.O.O.,70110,14,21,1,21,1,0,0,12,,,-12632,-11821,213300,215420,4772,41.10 Development of building projects
